content | chapter
Lii Bu stepped out from behind the carriage. "Here is the edict to punish the traitor!" he cried and cut Dong Zhuo's throat with his halberd. Li Su severed the head and held it aloft.® Lu Bu produced the edict, shouting, "This is the Emperor's writ. Only the traitor Dong Zhuo is to answer for his crime."® Officers and men hailed the Emperor. Dong Zhuo's fate moved someone to write these lines: Success would have placed him on the throne itself; Failing that, he meant to have an easy life of wealth. What he forgot is that the gods ordain a path so strict: His palace newly done, his enterprise lay wrecked. At once Lii Bu said, "Li Ru abetted Dong Zhuo in all his brutal crimes. Who will seize him?" | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Li Su volunteered to go. Suddenly there was a commotion at the gate. Li Ru's household servants had already tied him up and brought him in. Wang Yun ordered Li Ru executed in the marketplace. Dong Zhuo's corpse was displayed on the main thoroughfare. There was so much fat in his body that the guards lit a fire in his navel; as it burned, grease from the corpse ran over the ground. Passing commoners knocked Dong Zhuo's severed head with their fists and trampled his body. Wang Yun ordered Lu Bu, Huangfu Song, and Li Su to march fifty thousand men to the new palace complex at Mei and take custody of all property and residents.!® | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Meanwhile the four generals Dong Zhuo left in charge of Mei— Li Jue, Guo Si, Zhang Ji, and Fan Chou— hearing that their master was dead and that Lii Bu was on his way, led their Flying Bears west to Liangzhou by rapid night marches. At Mei, Lii Bu first took Diaochan into his charge, while Huangfu Song freed the sons and daughters of the good Chang'an families. All members of Dong Zhuo's family, including his aged mother,!® were put to death. The heads of Dong Zhuo's brother Min and his nephew Huang were publicly displayed. The entire wealth of the new complex was confiscated: several hundred thousand taels of gold, millions of silver coins, fine sheer silks, pearls, precious implements, grain stores— a vast treasure.!® | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
When the results were reported back to Wang Yun, he feasted the troops and held a grand celebration at the Office of the Secretariat. The festivities were interrupted by a report that someone had kneeled and wept beside Dong Zhuo's body. "Everyone cheered his execution. Who dares mourn?" Wang Yun said angrily and ordered the man arrested. Brought before the astonished officials was none other than Privy Counsellor Cai Yong. Wang Yun denounced the offender: "For what reason do you, a subject of the Han, mourn a traitor whose death benefits the dynasty, instead of joining our celebration?" | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Cai Yong acknowledged his offense: "Despite my meagre abilities," he said, "I can tell right from wrong and would never honour Dong Zhuo instead of the Han. Yet I could not help shedding a tear out of gratitude for the favour he has shown me. I know I should not have done it. I only pray that if my face is branded and my feet cut off, I may nonetheless be permitted to continue my work on the history of the Han as a form of atonement. I seek no other mercy."!® The court officials, who esteemed Cai Yong's ability, pleaded for him strenuously. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Imperial Guardian Ma Midi also urged Wang Yun privately, "It would be a boon to let so unique a talent complete the history. Moreover, his filial devotion is widely respected. If you condemn him without due consideration, we may forfeit people's confidence." "Centuries ago," responded Wang Yun, "Emperor Wu spared Sima Qian and let him write his history, with the result that we have a slanderous account whose ill effects are felt to this day. At a time when our destiny is uncertain and court administration faltering, how can we permit a toady like Cai Yong to wield the pen by the side of a junior emperor? He will defame us."i® | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
To these words the imperial guardian made no reply; but privately he told officials, "May Wang Yun leave no posterity. Able men of character are the mainstay of the ruling house, institutions its legal basis. Destroy the mainstay, discard the basis, and the Han cannot long endure." Wang Yun rejected Ma Midi's appeal and had Cai Yong taken to prison and strangled. The news moved many scholars to tears. Later, many held that Cai Yong was wrong to mourn Dong Zhuo but that Wang Yun went too far when he had him killed. A poet voiced these feelings: Power was Dong Zhuo's means to tyranny; And Cai Yong's death, his own ignominy. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Kongming lay low in Longzhong and every hero weighed.is Would he waste his talents on a renegade?^ • • • • The four generals Dong Zhuo left guarding Mei— Li Jue, Guo Si, Zhang Ji, and Fan Chou— had fled west to Shanxi; from there they sent to Chang'an a petition for clemency. "Those four abetted the tyranny of Dong Zhuo," Wang Yun said. "Our general amnesty will exclude them."S Learning of this decision, Li Jue said, "We are denied. Let each man fend for himself." But their adviser, Jia Xu, recommended a different course: "If you abandon your armies and go it alone, a single constable will be enough to arrest you. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Shouldn't we recruit local people, march back into Chang'an, and avenge Dong Zhuo? If we prevail, we can set the realm to rights in the name of the court. If we fail, we'll have time enough to escape." Li Jue approved this plan and spread rumors throughout Liangzhou to the effect that Wang Yun was plotting a massacre in this locality. When he had sufficiently terrified the population, he issued the call, "Why die for nothing? Follow me and rebel!" Many volunteered, and the four generals divided more than one hundred thousand men into four field armies and descended on the capital. On the way they met Dong Zhuo's son-in-law, Niu Fu, an Imperial Corps commander leading a force of five thousand. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Niu Fu was thirsty for vengeance, and Li Jue put him in the vanguard. The four generals continued their advance. Wang Yun learned of the new invasion by Liangzhou troops and conferred with Lu Bu. "Flave no fear, Minister," Lu Bu assured him, "of that contemptible pack of scoundrels.” Lu Bu sent Li Su to engage the invaders. Li Su and Niu Fu clashed, and a period of bloodshed ensued. Niu Fu fell back in defeat, then rallied and counterattacked that night at the second watch. He caught Li Su by surprise and sacked his camp. Li Su's army fled in all directions, sustaining major losses. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
The defeat so enraged Lu Bu that he shrieked at Li Su, "You have ruined our fighting spirit!" and had him executed. Li Su's head was impaled at the entrance to the camp. The following day Lu Bu himself went forth to confront Niu Fu and overwhelmed him. That night the badly defeated Niu Fu said to his most trusted man, Hu Chi'er: "Lu Bu is more than a match for us. We might as well run off with some treasure and quit, taking a few lackeys along without letting Li Jue and the others know." Hu Chi'er concurred. The conspirators scooped up the spoils and quit camp, accompanied by three or four men. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
As they were preparing to cross a river, Hu Chi'er turned on Niu Fu and killed him. He stashed away the stolen treasure and presented Niu Fu's head to Lu Bu. Lu Bu soon learned the truth from the accomplices, however, and executed Hu Chi'er.ts Lu Bu advanced and engaged Li Jue. Before Jue could organise his line, Lit Bu— spear couched, steed rearing— waved his soldiers on. From this frontal assault Li Jue fell back fifty //and camped by a hillside, where he conferred with his three partners. "Lu Bu is brave, to be sure," Li Jue said, "but not smart enough to pose any real problem. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
I will take a detachment to the mouth of the gorge and provoke him to fight. When he does, General Guo Si can harry his rear, using the reverse signaling tactics Peng Yue used to harass Chu,2 advancing at the gong and retreating at the drum. At the same time I want you two, Zhang Ji and Fan Chou, to attack Chang'an directly with your two armies. A two-fronted assault like this will keep Lu Bu and Wang Yun from coming to each other's aid, and we can defeat them." All agreed with Li Jue's plan. Lu Bu's army halted near the hillside camp. Li Jue emerged to draw him into combat. Lit Bu's temper took control and he charged headlong. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Li Jue retreated up the hill, blocking pursuit with a shower of boulders and arrows. Suddenly Guo Si attacked Lit Bu from the rear, forcing him to turn around. Lu Bu attempted to come to grips with Guo Si's force, but Guo Si also retreated when the drum sounded. Lu Bu was preparing to draw back, when gongs rang out on the other end, and Li Jue resumed the offensive. As Lu Bu turned to meet this new threat, Guo Si struck again and withdrew immediately. For several days the two generals worked Lu Bu's army back and forth until he was too exasperated to fight or rest. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
